region,Year,Agricultural TFP Index,Gross agricultural production in $1000,Agricultural land in 1000 hectares,Agricultural labor in 1000 persons,Agricultural capital stock in $1000,Farm machinery in Metric horsepower 1000 CV,Fertilizer in metric tonnes,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7
Gabon,2017,96.0,498670.3538,324.525071,169.858,885.105058,88.54583834,23230.27405,-0.6055122068602882,-0.5083055000375112,0.13105429949046538,0.016055231252782687,0.02346450434811093,0.005524584693088484,-0.02123742395324278
Sao Tome and Principe,2017,138.0,42472.0,64.47347632,12.041,38.497638,5.037264384,602.0118384,-0.5244220772507789,3.7296577166809914,0.3304906427480536,-0.005913506918216054,-0.012592157515800957,-0.004499959765458726,-0.023131625145116474
Burundi,2017,93.0,1979664.225,1883.156294,3962.811,423.432982,10.70738645,32730.80925,-0.5220912059171148,-0.8113078233376325,0.09078497361116106,0.1650482101186216,0.00716493850015242,-0.010399880698513497,-0.00110631709656531
Kenya,2017,90.0,11620685.38,6101.332991,12175.601,11186.03941,873.9376322,419281.2761,-0.21473801937269912,-1.1175284404436603,0.013647219283667031,0.41902113980399947,-0.03417395604138819,-0.1007381973060961,0.04939690921106709
Rwanda,2017,106.0,3044502.397,2172.995945,3841.315,1171.827199,2.466980887,50285.68992,-0.48246905309489735,0.5004154826463624,0.14523928769164085,0.14814461626398293,-0.0027954740747783754,-0.014175754502119768,0.0055356750972300455
Tanzania,2017,93.0,15346577.1,16983.08742,16523.495,4619.731371,1117.267119,216604.0622,-0.035551684235025624,-0.8064113963159498,-0.2133755435343968,0.605267839713243,-0.05315113491171315,0.03501267272425994,0.11200945654558311
Uganda,2017,90.0,8536129.818,7177.219497,10910.349,4570.677765,318.5441847,87837.53533,-0.2953750743750981,-1.1139974771556331,-0.021765183092507957,0.4081429222264494,-0.039892239964957124,-0.02908141276408678,0.05942520253883846
Djibouti,2017,136.0,76492.0,39.63010365,93.734,17.610809,0.24,624.0503313,-0.5276552303043596,3.5277994408131925,0.32201925137336246,-0.0017038469247532624,-0.011086916344501745,-0.005006289512608802,-0.022546008436780392
Eritrea,2017,97.0,396320.0,768.4406161,953.785,446.341375,26.94354577,7873.645826,-0.588250747943381,-0.40720697332005673,0.12659088009776567,0.048697972327557196,0.01703314063732622,0.005845803851066313,-0.01882843275618094
Ethiopia,2017,94.0,20063314.94,18059.91519,33093.469,12637.37,167.5824393,731042.2174,0.36483186435274556,-0.7135024622737045,-0.19375474054557604,1.2083401439086623,-0.13440162808123227,-0.1840544672561847,0.1289338258378106
Somalia,2017,96.0,2268169.0,1489.708012,2589.795,648.471427,54.84,19648.37076,-0.5426240614037908,-0.5084761820415361,0.11134271806446083,0.10815621567593789,0.012160838557969523,-0.0031806300718522883,0.00012025062726451542
South Sudan,2017,104.0,4406788.602,2084.509258,2478.889,2920.425934,0.04,50687.37319,-0.4989282320459645,0.29859181800996937,0.13657014579789192,0.08579979631140189,0.0025889616326141797,-0.00912446452262572,0.013721340128614373
Sudan,2017,100.0,13835219.77,18876.47619,3838.47,9168.748099,1167.869881,168035.2712,-0.21904604569043762,-0.09380914309987756,-0.25746292101303836,0.08805158543466632,-0.011227041130163231,0.16893531159110656,0.06978344138226111
Burkina Faso,2017,90.0,3932034.292,7518.75724,1862.392,1690.034589,45.39601512,168369.4824,-0.4791686300241798,-1.1089017426073409,-0.058603639820175114,0.06870716791959727,0.035620772386250985,0.06971135613253894,-0.007079403251972828
Cabo Verde,2017,92.0,54979.0,82.18620327,27.341,191.78559,2.148886531,1130.797397,-0.6265562071307054,-0.9118358031427123,0.11687369468990541,0.01654898411703174,0.028169464738071096,0.008715983442749927,-0.02218803510166392
Chad,2017,98.0,5500978.8,5733.443175,4153.543,1614.9812,11.33288526,49529.19142,-0.44276218913588644,-0.30425668562928665,0.027926108031411583,0.1557781011092763,0.004063493495973168,0.028407046944124322,0.02608573422643924
Gambia,2017,89.0,200828.8626,373.0895324,188.408,158.366108,2.799701558,1157.904279,-0.6266950908847516,-1.2143680517933833,0.0966622685294435,0.024059520623776018,0.030165313235635007,0.011882454270624005,-0.020629269018367213
Mali,2017,100.0,8248332.554,9632.868194,3933.383,2129.339312,87.56123299,191813.8137,-0.3720939227224479,-0.09963957177840854,-0.051528711200006114,0.13246058434109867,0.02430342764477895,0.06774102906489582,0.03296611793923668
Mauritania,2017,98.0,880354.0,1070.993488,332.071,1153.08762,19.80109525,9521.537788,-0.5886802326867534,-0.30597822739764463,0.12318415894786205,0.019824922450042238,0.017744102560959655,0.01241712197078324,-0.016768791862805305
Niger,2017,104.0,5642611.53,19100.33323,5682.22,1235.540897,12.30468729,36832.115,-0.259909479970868,0.31229772968208164,-0.2565089383340025,0.21061215738706693,-0.023103291834143076,0.19032974303208444,0.02053156176010088
Senegal,2017,110.0,3589289.375,3929.220905,1180.306,2005.770957,44.64354127,99936.37303,-0.49151068064190784,0.906341281050441,0.11689287489867463,0.034647932674838226,0.013650904708599651,0.026817613273829647,-0.002421150725896481
Angola,2017,91.0,5879696.084,6979.8637,5812.33,11157.87562,927.9235547,109547.7197,-0.3707653363575009,-1.0120852455677953,-0.024793576521608688,0.18873109652688766,-0.05005778207749159,-0.0012839426428001947,0.01293822481322328
Comoros,2017,95.0,93807.0,117.699016,73.188,268.152809,0.274070627,164.8995023,-0.6182501473727519,-0.6091346294395888,0.13008860793361124,0.01656096842984592,0.02465047425717478,0.007596833641596864,-0.021814008027701275
Madagascar,2017,97.0,4987680.309,3852.648051,8342.957,1812.959405,36.84275793,83156.70552,-0.389958858577731,-0.40848460204788456,0.07716183485796013,0.3224906161775497,-0.020756001446937587,-0.038732909973278704,0.0276026433764767
Malawi,2017,110.0,7767787.037,4506.734061,5481.021,849.081149,73.46460606,186983.5497,-0.3849864770104478,0.9045562460004238,0.1190080231716398,0.1961972486465796,0.014590515356535586,-0.012555048080600303,0.03778470002482684
Mauritius,2017,101.0,329625.9392,74.23556172,36.484,933.208612,9.054959131,35384.36036,-0.5992592891543158,-0.003933015119003727,0.15920094917336877,0.008369030897784657,0.020916545127939598,0.000677983859096748,-0.024153328346741276
Mozambique,2017,105.0,3865552.207,6135.198378,8500.033,1747.687523,272.8981675,60015.12027,-0.35154512420753703,0.40079921634797677,0.060434153804509325,0.3276052802671913,-0.03751355610015114,-0.008176666318186752,0.017114732325003008
Zambia,2017,116.0,4036942.474,3141.897921,3086.585,2011.862127,275.8967637,221089.1855,-0.439239130310766,1.5100182515426739,0.16967271611478774,0.10296883490837917,0.012688125589074398,-0.010947949831378463,-0.006615676563321617
Zimbabwe,2017,102.0,2300538.048,2566.121493,4283.233,8084.653119,1179.524463,160355.6817,-0.44426657353311444,0.09548867781376036,0.12367664177044088,0.14199082233180152,-0.03218532266085913,-0.03579414103365058,-0.022539728108114672
Botswana,2017,91.0,436033.6017,505.9421549,176.382,220.745666,149.9232337,10642.96779,-0.6182325515536905,-1.0125468416695336,0.10384505071912199,0.021444117384828036,0.029806974118136997,0.012984476227799871,-0.019906832072984892
Eswatini,2017,97.0,446354.0085,222.6814349,35.883,664.560972,63.25277003,1879.326035,-0.609728182421554,-0.4073639677391383,0.13757411263114896,0.011769078930570843,0.021952378435912932,0.007292814963955622,-0.019446619748384936
Lesotho,2017,92.0,291781.1219,290.0131725,327.68,78.271591,61.91716317,2294.920878,-0.6179131434992625,-0.9118127935767855,0.11329267073481707,0.028131757233135112,0.027416754416941552,0.009039021701035205,-0.019615642926268915
Namibia,2017,106.0,548263.2912,1001.810425,151.487,1028.130669,129.5061544,25737.01535,-0.5749616035489246,0.5012653517224046,0.16163167724406816,0.009541020088214773,0.013524348424602404,0.011185822437416745,-0.02212066569356569
South Africa,2017,104.0,22260463.16,14953.48855,874.329,20676.73865,4034.490667,928385.2513,-0.14527884617951511,0.3026540950228478,-0.12702049614546015,-0.11244598518182726,0.06477840523293929,0.062143956312956286,0.05021748291898198
Belize,2017,88.0,265267.9874,125.6068975,27.389,153.675112,65.92169602,31071.20369,-0.6313413710055853,-1.3154844607564,0.09792293918942253,0.017257811001896863,0.03648580066412028,0.008775432510868481,-0.023278066248224656
Costa Rica,2017,102.0,4805283.686,711.8138552,270.032,8339.232303,335.9047316,215018.991,-0.5203506824692277,0.09525351901718776,0.15682879027579052,-0.0245460540261948,0.011460696048660114,-0.03392852460084279,-0.009564400483054831
El Salvador,2017,104.0,1646372.836,917.5212134,487.267,2747.471422,175.6317227,208608.3108,-0.5468140850569349,0.2985894635358737,0.15686068293228297,0.010252490691150645,0.03019734753656549,-0.011817464762255838,-0.03172761526416993
Guatemala,2017,94.0,8529299.538,2303.464798,2118.036,11228.56866,325.3541083,428390.7353,-0.44115992147696736,-0.7125796994568261,0.09129472795013492,0.027218596982710095,0.026963851298766123,-0.05660147475136593,0.0030642837384950296
Honduras,2017,108.0,3826848.853,1701.041239,1291.303,3414.682354,294.5487419,222924.3855,-0.5002542614481346,0.7020633437927787,0.16222413556113455,0.03181871630842157,0.024995267941087154,-0.015047323125166151,-0.012680593374869105
Mexico,2017,107.0,63122979.82,29251.78143,6984.796,15066.1775,11400.88,2820004.777,0.4966224424666173,0.6055859300790792,-0.3444607454539548,-0.012360619019312348,0.40863791383533077,0.08929109621576681,0.2367736183298341
Nicaragua,2017,110.0,2931083.3,2007.946411,854.484,2352.971038,168.7706432,187762.7838,-0.5119663035740774,0.9046977795931119,0.1613798870055642,0.020308056805562264,0.024878243200359137,-0.001204597456292005,-0.01727709610036631
Panama,2017,99.0,1562114.125,814.2999714,269.826,2115.720967,452.2952691,50052.56049,-0.5783502397340419,-0.20571744248417964,0.13690734643091135,0.01065236295663259,0.018920010501043038,0.0052407866921886405,-0.016333861897892255
Bahamas,2017,96.0,52527.48104,12.68557306,4.677,229.9716,4.777819677,3365.465252,-0.6184003956488493,-0.5082899669145086,0.13701664981393702,0.013534608547213,0.024822337057731902,0.006554917318540816,-0.022565687335302738
Cuba,2017,101.0,4971652.318,4043.232162,903.068,3220.761598,3052.08,175927.8013,-0.4864689918484697,-0.003004489495841578,0.08946201914765214,0.01689327977184655,0.02833766014620062,0.04170474493967797,-0.004689692400384643
Dominican Republic,2017,101.0,5087518.184,1459.831737,436.373,6950.205727,77.27820718,191561.843,-0.5181831776277989,-0.004773041570859143,0.13390457508666234,-0.012854139903153807,0.016740974587418852,-0.020761461265222023,-0.0026471367556979335
Haiti,2017,95.0,1899196.12,1425.314993,1264.655,1486.163447,6.330401904,23506.43881,-0.5676715449213688,-0.6089688464458529,0.10435570952528693,0.054107703130668885,0.01675716145892762,0.005847965694610737,-0.007265199365141007
Jamaica,2017,106.0,823656.7746,241.0379528,218.965,706.330327,121.677702,14290.16609,-0.5827796593478022,0.5005965011895892,0.1800923962390038,0.013191776990810316,0.015024221067204904,0.0021028244754686073,-0.01714841097875189
Lesser Antilles,2017,99.0,454941.5434,128.567869,68.674,252.703026,141.6789554,5272.451543,-0.6065354822505746,-0.20562013826571945,0.14957610076461678,0.01338492940259846,0.022827670516480134,0.006837401929524423,-0.019271520942395436
Puerto Rico (USA),2017,101.0,378857.843,86.47526699,10.654,1501.411018,107.1958071,19577.06937,-0.5982886702404896,-0.004023739854370267,0.15942164139912215,0.005649185812052276,0.015762570644233705,0.0007340738823581795,-0.02299186720886092
Trinidad and Tobago,2017,105.0,186254.6141,51.59056262,20.568,50.598148,155.3206314,17335.18382,-0.595722156336688,0.39979768380950964,0.1788256550040458,0.009597213609466478,0.019697912278390274,0.004720756895583085,-0.023004809822010815
French Guiana (France),2017,103.0,50515.56462,22.98406164,12.0,33.47720491,18.272,138.6569768,-0.6033963972492628,0.19805891946660484,0.16930789466862686,0.011168994960760096,0.0191389471838837,0.005527366386575408,-0.02220052925646963
Guyana,2017,93.0,605291.1497,582.5107388,42.567,512.960997,152.1784487,19134.79794,-0.6126509771982482,-0.8107058562863249,0.1112203064721229,0.013491655775686083,0.028769611497657072,0.01293196706342364,-0.01990142980811127
Suriname,2017,103.0,213219.9126,111.0455601,16.213,691.099125,50.04179133,17196.64892,-0.5976014855830949,0.19797483816847858,0.16761457294823626,0.00817067531340751,0.01786932744770467,0.0032184175133834953,-0.02330744022717564
Venezuela,2017,98.0,7586069.047,4502.414033,898.078,5027.369086,2032.892462,547795.1655,-0.4405389554771695,-0.3060926469239456,0.06281085456996137,-0.0042069323911980505,0.07748095753384324,0.008168114013121482,-0.01845398957791338
Bolivia,2017,90.0,6558367.975,5748.342129,1554.617,5136.594711,303.4257394,141758.2122,-0.4795622562945862,-1.1113365143295852,-0.012752083086013557,0.0393544668165104,0.023688070821850787,0.03813893169059103,0.01688962913978901
Colombia,2017,118.0,28077327.91,6545.101591,3896.978,15472.15345,1011.227471,1240160.791,-0.12520850244913886,1.7072435935665933,0.13558077609611074,-0.00031063273611197723,0.1306874495029949,-0.10936788654273549,0.0984692118561592
Ecuador,2017,90.0,11535866.19,4154.630798,2211.953,9543.840497,821.5446117,434826.3377,-0.41729782821394507,-1.114960275317679,0.0357156471688885,0.03029932608544484,0.04806116475940397,-0.026147883650557688,0.030635972466548568
Peru,2017,98.0,15899903.61,8706.947458,4777.081,10924.27275,587.8227929,658989.7371,-0.2597555368453156,-0.3058606599157974,-0.024290180358585288,0.10519367886606798,0.053874638666068744,-0.01886512847483271,0.04895601744585706
Brazil,2017,106.0,240322089.9,75759.24021,8625.999504,212836.6013,44322.27111,16958339.13,3.959397381139834,0.45954897818775686,-1.0390969628337867,-1.476311304175935,1.5644374119993134,-0.9335583328835817,0.13818268403499465
Argentina,2017,96.0,72538495.96,39457.63119,1044.979387,62256.96536,11349.58912,1834450.178,0.6087633957358146,-0.5008969550021712,-0.6395853151250315,-0.4039758714506281,0.07430730163247498,0.1763612162994031,0.35049951664949086
Chile,2017,100.0,16547849.6,3196.346209,792.732,15062.59537,2294.381387,547720.3914,-0.37032160929161023,-0.10846033008829863,0.11560124197704465,-0.06558876765658883,0.04654308673464502,-0.05076602870019682,0.05503241068240128
Paraguay,2017,118.0,9925887.55,5375.025835,655.609,3965.42902,1214.432039,297123.8565,-0.4074064906836449,1.7131510693537968,0.13294962287224354,-0.018727420192549905,0.041868809514800626,0.029532979646095543,0.030467270047452956
Uruguay,2017,101.0,6516080.131,2647.077743,140.81,6055.596585,1451.323347,464674.7316,-0.47812423513232055,-0.00443151505247105,0.11431299305878481,-0.03346205818429406,0.06192499701364188,-0.010493525326066882,-0.020199315271753865
Japan,2017,101.0,28955967.17,5751.731895,2210.0,144015.851,74425.22375,1177435.988,0.532851460445799,-0.051917874467482424,0.458401925824017,-0.5370588789257577,-0.6608696296310398,-0.08838623052043659,-0.18064504398540954
"Korea, Republic",2017,103.0,17055485.18,2006.452401,1318.842,59819.61484,18636.25215,875967.2448,-0.11420649837852782,0.18022204524622115,0.24541371558806874,-0.2178634466347595,-0.1905336695608249,-0.15053630683956754,-0.055665512220392135
Taiwan,2017,101.0,8013111.902,995.9201849,556.5,9251.538747,519.04,293781.9646,-0.48777958174025504,-0.006300615780456686,0.1512831632547962,-0.026043601006349032,0.02495555720335034,-0.043102184277057046,0.011725478010330725
China,2017,103.0,1004379569.0,193140.3316,209448.263,1281507.237,1343076.818,51600747.11,24.21329224968799,-0.5584747330906005,4.478166080100874,-0.687126228961842,-0.32951906108829826,-0.042348764814622915,0.41253943348194205
"Korea, DPR",2017,96.0,5500014.102,3372.443193,7083.311,3644.918164,2568.0,240993.5151,-0.3875471541903609,-0.5106493931460857,0.09493061048319522,0.2601254290973837,-0.0013065906740942945,-0.034527585109812915,0.007247570378849262
Mongolia,2017,92.0,2111978.0,7718.465227,352.218,3762.969625,214.6844133,199214.5553,-0.4975173177336384,-0.9064571336213045,-0.0590935309377321,0.004265469961016438,0.030052997004542586,0.07965826178880979,-0.03352591107970805
Brunei Darussalam,2017,83.0,73504.8965,10.82631819,2.619,260.526547,4.728209101,4315.621435,-0.6473390167488269,-1.8200216300645848,0.07682078143549645,0.019610820605497552,0.03662592567298407,0.010239255019136842,-0.02220877437357317
Cambodia,2017,112.0,7968581.793,4322.028498,3452.862,3399.83773,978.5635992,217671.0556,-0.4021880131811107,1.1062522251679505,0.13286331893035092,0.104381523372518,0.01590391026300529,-0.0016823830206802964,0.02783927494543877
Indonesia,2017,111.0,123730040.4,56183.90833,37804.198,189654.0192,4891.428486,7880963.23,2.6851636802560908,0.9795022732325526,-0.8451803493400033,0.31553423700337285,-0.005121828134271233,-0.9097154520328686,0.13871111872986
Laos,2017,92.0,4850298.818,2085.503674,2304.984,2246.681846,184.9639523,61537.38454,-0.5275428846452067,-0.9121885318034509,0.08206349512332672,0.08559954896193549,0.021287258170473444,-0.0014912113629495364,0.017181969774695032
Malaysia,2017,101.0,19168532.73,8582.344107,1635.0,73153.48448,4065.459507,2311129.811,0.08633487482286724,-0.015420645891559307,0.007802577192904332,-0.2891383250873076,-0.07033497632887471,-0.3039562539855663,-0.17542721493670452
Myanmar,2017,99.0,35104817.83,14043.51949,11105.8,11364.43147,5907.91483,928230.6298,0.05181526448917504,-0.2078349651953874,-0.07793528054637146,0.2951588806951892,0.09293254719965498,-0.014440287900231594,0.2010025202789304
Philippines,2017,105.0,36006462.58,12221.81935,10260.86912,46095.47482,47650.12357,1180844.828,0.336716960883619,0.3771621071938989,0.21178883774635632,0.11025175840481934,-0.10651806275088138,0.08846201661296459,0.06306823884006561
Thailand,2017,107.0,50590777.74,25422.28056,11783.27,73472.17119,38756.54346,2303956.815,0.7456716004766227,0.5848316997122853,-0.11525051991854751,0.009542890881170737,-0.09279145027817798,0.0052125940827272964,0.06264941255980881
Timor-Leste,2017,95.0,216051.6161,260.6747452,201.41,431.504541,16.70934592,5999.686952,-0.6126787188431795,-0.6091175904301696,0.12725696849821724,0.020569121332884042,0.023802628466876644,0.007265158400229342,-0.021341157295667306
Vietnam,2017,103.0,60583965.88,14469.94673,22250.165,31627.25397,19209.79742,3361793.558,0.7213402581859578,0.17757804130992566,0.06056675236754634,0.5297370041799185,0.2789619034115816,-0.2952732329558545,0.16659291769940582
Fiji,2017,105.0,248160.4281,262.4353509,63.248,284.859873,401.4605432,12060.05022,-0.5910856058232961,0.39984637735950196,0.17531420434299974,0.01028780094632528,0.01714624933364529,0.008107033579610333,-0.022720177839290836
New Caledonia (France),2017,93.0,47530.6171,25.71117581,2.294,197.701823,80.86,2209.037911,-0.6249954256389932,-0.8109993886968769,0.1231904562850114,0.015016036559933346,0.027508277474014294,0.008317705807208777,-0.022549606850058315
Papua New Guinea,2017,97.0,3763987.641,1010.747923,1437.702,4078.379795,109.2055673,52281.29219,-0.5431108799915643,-0.4083649728513722,0.12678199653558161,0.04579421555343485,0.008409252944817485,-0.014078401720113834,0.004876235449786563
Solomon Islands,2017,94.0,134356.2367,109.4525441,122.534,301.550714,0.645280578,509.7770703,-0.6193570906930537,-0.7100754152499044,0.12581913154179905,0.018782355961999224,0.02519791187228106,0.007135168667076372,-0.02137573099027649
Vanuatu,2017,95.0,102578.5838,147.3758568,70.239,226.96774,4.426273219,1604.21933,-0.6179481846256905,-0.6091051407500455,0.1294138925885052,0.01651381518059405,0.025097738361378533,0.008081041835261347,-0.02186883958456558
Micronesia,2017,102.0,64115.58988,74.69911874,37.186,151.499186,8.20533494,746.516993,-0.6041286664884038,0.09717393551149052,0.1634731893580074,0.012188217015462346,0.019259215244182632,0.005733872312697204,-0.022225593341454224
Polynesia,2017,98.0,162287.6569,140.8723967,36.87,245.871368,32.9528878,3829.779318,-0.6112135329103877,-0.3064161646444247,0.14362324183327163,0.013444471471111014,0.022960621906097916,0.007323983433776554,-0.021736245955216876
Bangladesh,2017,103.0,44308027.1,18487.93748,26189.98,23076.91717,21456.54748,2613574.204,0.6665247825106406,0.18352158907648153,-0.03449993090383603,0.7731871268689845,0.1479405496101094,-0.1696593199006467,0.09906545936980861
Bhutan,2017,108.0,297180.5538,182.0292582,202.219,291.250883,11.29664582,3343.230286,-0.5846868942516151,0.7025495504548563,0.18945667983630837,0.014643115514773736,0.012829425371310843,0.002902071151774437,-0.020348191293731773
India,2017,110.0,423426755.4,295053.0,201362.524,569930.7548,357949.7721,28862941.06,14.128467197234324,0.7801436963345115,-3.8595037711568554,3.93546134352646,-0.19611682996364196,-0.17569757955005222,-0.16244588238781807
Nepal,2017,103.0,9526820.356,4860.856563,9963.643,4002.118582,2255.097307,278731.8988,-0.2814368633443844,0.19518891351025253,0.10257115095849399,0.35838277116191497,-0.013228329966685678,-0.05426890776386271,0.04610190836607723
Pakistan,2017,112.0,71687634.1,67823.61787,23684.618,99897.23959,27188.57553,5637491.254,1.8694815276751744,1.1141270093229614,-1.09916415199617,0.2382023439312714,0.13566874028851197,0.036316425790846034,-0.10021496301037573
Sri Lanka,2017,85.0,4185224.041,3477.534372,2140.185,14136.2921,2075.064143,214364.6866,-0.471356432912672,-1.6197841389486607,0.02537708050871205,0.03775595514911137,-0.02610872610571923,-0.019234058250421605,-0.023778344445121575
Armenia,2017,164.0,1845705.977,878.1775308,317.111,105.883332,640.113154,14445.38456,-0.4391611530612096,6.35318670436263,0.4381753639067348,-0.012109259989823888,-0.03242595773381052,-0.0033797887321590885,-0.009414302471845918
Azerbaijan,2017,111.0,4793096.717,4748.499975,1752.864,5462.697093,1012.661146,87248.87231,-0.4493568275409753,1.0067004426146078,0.11013801337407071,0.04162325230955189,-0.01092600247773111,0.025441659936390793,0.004783601189342649
Georgia,2017,91.0,1032897.75,1194.668162,735.921,1230.380643,1039.070474,71953.92426,-0.5857205561385314,-1.012771202464001,0.0943527687473842,0.03636167027129884,0.02852227410758273,0.013951958004535464,-0.022867329660999747
Bahrain,2017,96.0,185386.4254,11.1943273,8.612,115.864583,0.192669466,2982.682161,-0.6181496554084571,-0.508293172050409,0.13720935563205036,0.01376911945103895,0.02583912755497031,0.006770383149375586,-0.021114034584929237
Cyprus,2017,108.0,519173.1668,181.7744382,13.739,1709.320396,466.5853977,33574.89741,-0.5775122162861357,0.7021861296486402,0.19170158812570304,0.0007114264218751519,0.01006923706078866,0.0002991405743181926,-0.02425581103031943
Iran,2017,91.0,41409179.2,33259.64276,4237.878,39003.90197,12496.50668,1479396.577,0.3224247266272334,-1.0035595129385928,-0.5427948206422777,-0.10764650483381347,0.0540799271009656,0.20794855392348746,0.12889655115507834
Iraq,2017,94.0,3005226.936,11072.60814,1644.311,5232.207276,3916.763528,247202.1014,-0.40643636067106054,-0.7038301501387667,-0.10541422338961962,0.043075163138710446,0.01372793103413721,0.12473360613194344,-0.03908250897939952
Israel,2017,91.0,4382825.467,983.9991016,37.383,6191.528742,1466.883776,103288.0619,-0.5615323664662435,-1.0141558827102677,0.10423802436351595,-0.017592538589344113,0.018653561838374938,-0.0021845792135265257,-0.002215185915985083
West Bank and Gaza,2017,109.0,727630.0,413.5784252,63.242,1655.375335,282.9751779,910.1049952,-0.5745493991019384,0.8033420153048808,0.19026509530990962,0.0027645477412045196,0.0054755972324682795,0.003654450670401942,-0.018651415284917837
Jordan,2017,95.0,1943195.704,456.581047,56.63,2855.500623,226.9296664,23547.2184,-0.5935145866816575,-0.6096281167620415,0.12561008458663167,0.0016184977745964035,0.017922312751798668,0.0012030976632800945,-0.01048739429104231
Kuwait,2017,102.0,629713.1558,47.89584203,44.166,689.249435,3.35293279,21212.33729,-0.597798212335245,0.09695302826866031,0.16483194202863632,0.0086819918176012,0.020519601302763934,0.0014623097079095218,-0.01954445641840355
Lebanon,2017,105.0,1985030.782,413.7844358,266.162,1833.081331,294.8493025,44556.01134,-0.5692439084429693,0.39937927912693993,0.17389913098080328,0.007863084385156016,0.016275367569210827,-0.0018144244441977457,-0.010924537304587147
Oman,2017,108.0,1038833.27,297.184176,108.272,648.189301,10.435268,24552.16767,-0.5783133909774721,0.7024931821148792,0.18746985355942616,0.007260717724430746,0.01637020432415248,0.0019172223431305007,-0.016194250357604478
Qatar,2017,85.0,122962.3009,53.93827757,25.54,81.48843178,3.226194116,4642.955703,-0.6423581236063775,-1.6181685851772187,0.0851840488177478,0.020015852901172474,0.035868202830855116,0.01054147463921156,-0.021595092533403686
Saudi Arabia,2017,115.0,5916442.983,10313.65293,463.479,17169.76378,387.9477777,321342.9119,-0.3374786175450371,1.4135849640882774,-0.007795995569150547,-0.06215510211815268,-0.045032657239707105,0.04798150346625943,-0.028667406066502185
Syria,2017,87.0,6962293.701,8057.09454,529.312,4613.986493,2883.95316,56881.60855,-0.47722133868103983,-1.412306259388398,-0.06958975542890976,0.0013133672426576379,0.02266132896568905,0.1027136765589658,0.021106955620640758
Turkey,2017,103.0,68244216.6,32169.15517,5524.856,106066.538,47572.01832,2746208.453,0.9746872320291574,0.17842817649448667,-0.23897632704207653,-0.4102962098158235,-0.1375208431892127,0.04922844064769572,0.11113739733377809
United Arab Emirates,2017,108.0,1081584.639,227.1204791,105.653,3972.002082,2.736783907,34499.23471,-0.5660690436265473,0.701885415303937,0.18911604757467623,-0.004612679836773838,-0.0016588527966677848,-0.011434540243473328,-0.02066600132254067
Yemen,2017,84.0,2551624.0,3082.794888,1588.686,1690.988513,149.1140569,26086.87591,-0.5640311875427527,-1.717747065063779,0.016536005292641272,0.06935295013847438,0.024040434330533437,0.027261645856184045,-0.0023917730369758163
Afghanistan,2017,99.0,5908654.285,11529.77344,3886.59,6073.716762,12.31925793,258349.4624,-0.34662281361621444,-0.19918337162208458,-0.10454923534835513,0.12094105931503152,0.0019728010901874666,0.07685404959984404,-0.002255547485442242
Kyrgyzstan,2017,106.0,3347040.699,2509.04735,541.369,1083.879248,1090.909532,69440.28328,-0.5304006533239781,0.5016362754758653,0.1356099451848706,0.015792265783208605,0.022855456202896553,0.027505525443331867,-0.002465980369311673
Tajikistan,2017,133.0,4176275.878,1701.465181,961.8582561,1727.389331,701.8453235,67449.20212,-0.4662327774308634,3.224999693449075,0.27987724799844116,0.015531689619402406,-0.004910804729085925,-0.0005947488508306212,0.006516386841694401
Turkmenistan,2017,105.0,4024551.543,4566.243664,857.3184859,2667.113347,2694.244592,491591.1545,-0.45345971667090357,0.40107207545015394,0.09253228730550515,0.008806832718759103,0.06620310332234988,0.02694149258385477,-0.04523759117151577
Uzbekistan,2017,95.0,22327409.56,8823.74345,3626.397,18543.71906,7311.361386,1100131.723,-0.16328097201707328,-0.6128282897683106,0.00012647426471188236,0.003747327375020416,0.09196987581347572,-0.02629520622357438,0.04066003792983182
Algeria,2017,105.0,14360083.93,18586.51629,1114.38,23623.03534,5176.920941,236234.2034,-0.18365723883908014,0.40780149522546194,-0.21216269573009566,-0.07701766628584122,-0.07426857818070517,0.1588925921565985,0.03772097497663189
Egypt,2017,101.0,38806494.9,29932.09923,6510.188,29286.76982,5162.074271,1703655.418,0.293440230580073,0.0056516654052307215,-0.4542263594666405,0.01585733743526576,0.11625781031544212,0.11473419859043499,0.11396864759388085
Libya,2017,98.0,1786748.301,5098.436564,334.353,7164.297508,1223.61046,46613.87552,-0.5113693810683377,-0.3039760172408573,0.03544516215697363,-0.00580635267539069,-0.014560348024436998,0.04852746631414743,-0.024850136267193672
Morocco,2017,91.0,15630048.08,23490.91715,3734.759,24039.24231,2486.067832,479459.57,-0.09699603096715982,-1.0012643504499188,-0.39926817007712195,0.022302736459490106,-0.04886410778228239,0.1665238017320524,0.03087049642086485
Tunisia,2017,83.0,5930891.978,8428.145978,508.973,7900.93605,1953.568466,153001.2949,-0.4709558705635185,-1.815761365955598,-0.10317482464452934,-0.008562907415535231,0.016761970746199777,0.08605355700015588,-0.0008881514420088743
Belarus,2017,105.0,11579144.49,6108.100252,511.779,17487.95103,2305.561116,1014246.871,-0.3083022759534562,0.3985609424466999,0.06304841056030336,-0.08884462149590613,0.07213569934106102,-0.04670059013700028,-0.04585801122853227
